id,nationality,age,days_since_first_stay,days_since_last_stay,market_segment,segment
31047,GBR,21,561,561,Other,Seasonal Spenders
31048,USA,82,555,555,Corporate,Occasional Guests
31049,GBR,52,556,556,Other,Occasional Guests
31050,ESP,42,557,557,Other,Seasonal Spenders
31051,ESP,40,557,557,Other,Occasional Guests
31052,ESP,41,557,557,Other,Seasonal Spenders
31053,GBR,48,556,556,Travel Agent/Operator,Occasional Guests
31054,FRA,55,557,557,Other,Occasional Guests
31055,BEL,63,557,557,Other,Occasional Guests
31056,PRT,NULL,555,555,Complementary,Low Spend Guests
31057,PRT,38,557,557,Direct,Occasional Guests
31058,USA,52,555,555,Other,Occasional Guests
31059,DEU,57,559,559,Other,Seasonal Spenders
31060,GBR,35,557,557,Other,Seasonal Spenders
31061,ITA,50,557,557,Other,Seasonal Spenders
31062,GBR,55,558,558,Other,Seasonal Spenders
31063,DEU,51,559,559,Other,Seasonal Spenders
31064,DEU,58,559,559,Other,Seasonal Spenders
31065,DEU,54,557,557,Other,Occasional Guests
31066,DEU,47,558,558,Other,Seasonal Spenders
31067,NOR,21,556,556,Other,Occasional Guests
31068,NOR,52,556,556,Other,Seasonal Spenders
31069,GBR,50,556,556,Other,Occasional Guests
31070,DEU,36,556,556,Other,Occasional Guests
31071,FRA,60,557,557,Other,Seasonal Spenders
31072,FRA,86,557,557,Other,Seasonal Spenders
31073,EST,20,559,559,Other,Seasonal Spenders
31074,BEL,56,557,557,Other,Occasional Guests
31075,DEU,40,555,555,Other,Occasional Guests
31076,DEU,63,557,557,Other,Occasional Guests
31077,PRT,NULL,555,555,Direct,Occasional Guests
31078,HUN,31,558,558,Other,Seasonal Spenders
31079,HUN,44,558,558,Other,Seasonal Spenders
31080,DEU,31,556,556,Other,Occasional Guests
31081,DEU,42,556,556,Other,Occasional Guests
31082,DEU,38,556,556,Other,Occasional Guests
31083,DEU,34,556,556,Other,Occasional Guests
31084,FRA,46,558,558,Other,Occasional Guests
31085,GBR,28,558,558,Other,Seasonal Spenders
31086,GBR,35,556,556,Other,Occasional Guests
31087,HRV,30,560,560,Other,Seasonal Spenders
31088,GBR,39,557,557,Direct,Seasonal Spenders
31089,GBR,39,557,557,Direct,Occasional Guests
31090,SWE,60,557,557,Other,Occasional Guests
31091,FRA,37,557,557,Other,Seasonal Spenders
31092,GBR,35,556,556,Other,Occasional Guests
31093,ITA,39,557,557,Other,Seasonal Spenders
31094,GBR,39,557,557,Other,Occasional Guests
31095,PRT,57,556,556,Travel Agent/Operator,Occasional Guests
31096,FRA,57,557,557,Other,Seasonal Spenders
31097,GBR,48,556,556,Other,Occasional Guests
31098,NLD,42,558,558,Other,Seasonal Spenders
31099,NLD,47,558,558,Other,Seasonal Spenders
31100,GBR,27,558,558,Other,Seasonal Spenders
31101,FRA,31,556,556,Other,Occasional Guests
31102,EST,44,559,559,Other,Seasonal Spenders
31103,USA,69,559,559,Other,Seasonal Spenders
31104,ITA,40,556,556,Other,Seasonal Spenders
31105,DEU,30,562,562,Other,Seasonal Spenders
31106,PRT,35,556,556,Other,Seasonal Spenders
31107,BRA,45,554,554,Other,Occasional Guests
31108,FRA,31,554,554,Other,Occasional Guests
31109,ITA,23,554,554,Other,Occasional Guests
31110,NZL,56,555,555,Other,Seasonal Spenders
31111,GBR,46,554,554,Other,Occasional Guests
31112,AUS,29,556,556,Other,Occasional Guests
31113,USA,20,555,555,Direct,Occasional Guests
31114,KEN,10,557,557,Other,Seasonal Spenders
31115,USA,27,559,559,Other,Seasonal Spenders
31116,FRA,47,556,556,Other,Occasional Guests
31117,SWE,31,560,560,Other,Seasonal Spenders
31118,BRA,46,554,554,Other,Occasional Guests
31119,BRA,59,554,554,Other,Occasional Guests
31120,ESP,59,557,557,Other,Seasonal Spenders
31121,ESP,13,557,557,Other,Seasonal Spenders
31122,ESP,52,557,557,Other,Seasonal Spenders
31123,BEL,56,555,555,Other,Occasional Guests
31124,USA,27,557,557,Direct,Seasonal Spenders
31125,GBR,44,558,558,Other,Occasional Guests
31126,BEL,62,556,556,Travel Agent/Operator,Occasional Guests
31127,BEL,60,556,556,Travel Agent/Operator,Occasional Guests
31128,GBR,56,558,558,Other,Occasional Guests
31129,NOR,53,560,560,Other,Seasonal Spenders
31130,DEU,55,555,555,Other,Occasional Guests
31131,GBR,49,558,558,Other,Occasional Guests
31132,IRL,28,558,558,Direct,Seasonal Spenders
31133,GBR,47,554,554,Other,Occasional Guests
31134,PRT,NULL,556,556,Aviation,Occasional Guests
31135,GBR,67,558,558,Other,Seasonal Spenders
31136,RUS,28,559,559,Other,Seasonal Spenders
31137,DEU,61,556,556,Other,Seasonal Spenders
31138,DEU,36,556,556,Other,Occasional Guests
31139,DEU,62,560,560,Other,Seasonal Spenders
31140,IRL,34,560,560,Other,Seasonal Spenders
31141,IRL,58,560,560,Other,Seasonal Spenders
31142,CHE,30,557,557,Other,Seasonal Spenders
31143,PRT,41,555,555,Direct,Occasional Guests
31144,CAN,59,557,557,Other,Occasional Guests
31145,GBR,24,554,554,Other,Occasional Guests
31146,DEU,42,555,555,Other,Occasional Guests
31147,PRT,NULL,554,554,Travel Agent/Operator,Seasonal Spenders
31148,SWE,48,553,553,Other,Occasional Guests
31149,CHE,30,553,553,Other,Seasonal Spenders
31150,PRT,55,556,556,Groups,Occasional Guests
31151,TWN,36,555,555,Other,Occasional Guests
31152,CHE,74,554,554,Other,Occasional Guests
31153,BEL,69,554,554,Travel Agent/Operator,Seasonal Spenders
31154,PRT,NULL,556,556,Groups,Occasional Guests
31155,PRT,NULL,556,556,Groups,Occasional Guests
31156,PRT,NULL,554,554,Travel Agent/Operator,Occasional Guests
31157,PRT,NULL,556,556,Groups,Occasional Guests
31158,PRT,NULL,556,556,Groups,Occasional Guests
31159,PRT,NULL,556,556,Groups,Occasional Guests
31160,PRT,NULL,556,556,Groups,Occasional Guests
31161,PRT,NULL,556,556,Groups,Occasional Guests
31162,PRT,NULL,556,556,Groups,Occasional Guests
31163,PRT,NULL,554,554,Travel Agent/Operator,Seasonal Spenders
31164,PRT,NULL,556,556,Groups,Occasional Guests
31165,PRT,NULL,556,556,Groups,Occasional Guests
31166,PRT,60,556,556,Groups,Occasional Guests
31167,ISR,69,556,556,Groups,Occasional Guests
31168,PRT,NULL,556,556,Groups,Occasional Guests
31169,PRT,72,556,556,Groups,Occasional Guests
31170,PRT,NULL,556,556,Groups,Occasional Guests
31171,GBR,56,554,554,Other,Occasional Guests
31172,DEU,81,554,554,Travel Agent/Operator,Seasonal Spenders
31173,PRT,NULL,556,556,Groups,Occasional Guests
31174,PRT,NULL,556,556,Groups,Occasional Guests
31175,USA,48,553,553,Direct,Occasional Guests
31176,DEU,66,554,554,Travel Agent/Operator,Seasonal Spenders
31177,DEU,69,554,554,Travel Agent/Operator,Seasonal Spenders
31178,DEU,59,554,554,Travel Agent/Operator,Seasonal Spenders
31179,DEU,72,554,554,Travel Agent/Operator,Seasonal Spenders
31180,DEU,69,554,554,Travel Agent/Operator,Seasonal Spenders
31181,DEU,71,554,554,Travel Agent/Operator,Seasonal Spenders
31182,DEU,68,554,554,Travel Agent/Operator,Seasonal Spenders
31183,PRT,NULL,554,554,Travel Agent/Operator,Occasional Guests
31184,PRT,NULL,554,554,Travel Agent/Operator,Seasonal Spenders
31185,PRT,60,556,556,Groups,Occasional Guests
31186,DEU,79,554,554,Travel Agent/Operator,Seasonal Spenders
31187,DEU,78,554,554,Travel Agent/Operator,Seasonal Spenders
31188,DEU,62,554,554,Corporate,Occasional Guests
31189,PRT,NULL,554,554,Travel Agent/Operator,Occasional Guests
31190,PRT,NULL,556,556,Groups,Low Spend Guests
31191,DEU,79,554,554,Travel Agent/Operator,Seasonal Spenders
31192,DEU,61,554,554,Travel Agent/Operator,Seasonal Spenders
31193,PRT,NULL,554,554,Travel Agent/Operator,Seasonal Spenders
31194,DEU,77,554,554,Travel Agent/Operator,Seasonal Spenders
31195,USA,28,555,555,Other,Seasonal Spenders
31196,USA,57,555,555,Direct,Occasional Guests
31197,CAN,39,555,555,Other,Occasional Guests
31198,USA,31,555,555,Other,Seasonal Spenders
31199,PRT,NULL,554,554,Travel Agent/Operator,Seasonal Spenders
31200,DEU,74,554,554,Travel Agent/Operator,Seasonal Spenders
31201,DEU,68,554,554,Travel Agent/Operator,Seasonal Spenders
31202,PRT,NULL,554,554,Travel Agent/Operator,Seasonal Spenders
31203,DEU,64,554,554,Travel Agent/Operator,Seasonal Spenders
31204,DEU,75,554,554,Travel Agent/Operator,Seasonal Spenders
31205,PRT,NULL,554,554,Travel Agent/Operator,Seasonal Spenders
31206,DEU,77,554,554,Travel Agent/Operator,Seasonal Spenders
31207,DEU,75,554,554,Travel Agent/Operator,Seasonal Spenders
31208,DEU,75,554,554,Travel Agent/Operator,Seasonal Spenders
31209,DEU,77,554,554,Travel Agent/Operator,Seasonal Spenders
31210,PRT,NULL,554,554,Travel Agent/Operator,Occasional Guests
31211,DEU,76,554,554,Travel Agent/Operator,Seasonal Spenders
31212,FRA,39,555,555,Other,Occasional Guests
31213,FRA,87,555,555,Other,Seasonal Spenders
31214,FRA,22,555,555,Other,Occasional Guests
31215,DEU,77,554,554,Travel Agent/Operator,Seasonal Spenders
31216,DEU,73,554,554,Travel Agent/Operator,Seasonal Spenders
31217,DEU,78,554,554,Travel Agent/Operator,Occasional Guests
31218,PRT,NULL,554,554,Travel Agent/Operator,Seasonal Spenders
31219,DEU,78,554,554,Travel Agent/Operator,Seasonal Spenders
31220,DEU,70,554,554,Travel Agent/Operator,Seasonal Spenders
31221,DEU,84,554,554,Travel Agent/Operator,Seasonal Spenders
31222,DEU,75,554,554,Travel Agent/Operator,Seasonal Spenders
31223,IRL,26,553,553,Direct,Occasional Guests
31224,GBR,29,555,555,Direct,Occasional Guests
31225,PRT,80,554,554,Travel Agent/Operator,Occasional Guests
31226,DEU,66,554,554,Travel Agent/Operator,Occasional Guests
31227,PRT,NULL,554,554,Travel Agent/Operator,Seasonal Spenders
31228,PRT,NULL,554,554,Travel Agent/Operator,Seasonal Spenders
31229,DEU,77,554,554,Travel Agent/Operator,Seasonal Spenders
31230,FRA,36,554,554,Direct,Occasional Guests
31231,DEU,74,554,554,Travel Agent/Operator,Seasonal Spenders
31232,DEU,85,554,554,Travel Agent/Operator,Seasonal Spenders
31233,DEU,69,554,554,Travel Agent/Operator,Seasonal Spenders
31234,PRT,NULL,554,554,Travel Agent/Operator,Occasional Guests
31235,DEU,77,554,554,Travel Agent/Operator,Occasional Guests
31236,DEU,59,554,554,Travel Agent/Operator,Seasonal Spenders
31237,DEU,76,554,554,Travel Agent/Operator,Seasonal Spenders
31238,PRT,NULL,554,554,Travel Agent/Operator,Occasional Guests
31239,DEU,77,554,554,Travel Agent/Operator,Seasonal Spenders
31240,IRL,15,556,556,Other,Seasonal Spenders
31241,IRL,50,556,556,Other,Seasonal Spenders
31242,DEU,82,554,554,Travel Agent/Operator,Seasonal Spenders
31243,PRT,NULL,554,554,Travel Agent/Operator,Seasonal Spenders
31244,DEU,76,554,554,Travel Agent/Operator,Seasonal Spenders
31245,DEU,74,554,554,Travel Agent/Operator,Seasonal Spenders
31246,DEU,60,554,554,Travel Agent/Operator,Seasonal Spenders
31247,DEU,83,554,554,Travel Agent/Operator,Seasonal Spenders
31248,BEL,76,556,556,Other,Seasonal Spenders
31249,PRT,NULL,554,554,Travel Agent/Operator,Seasonal Spenders
31250,DEU,77,554,554,Travel Agent/Operator,Seasonal Spenders
31251,ISR,28,554,554,Other,Occasional Guests
31252,DEU,76,557,557,Groups,Occasional Guests
31253,PRT,NULL,556,556,Groups,Occasional Guests
31254,PRT,NULL,556,556,Groups,Occasional Guests
31255,SWE,44,553,553,Corporate,Occasional Guests
31256,DEU,68,557,557,Groups,Occasional Guests
31257,DEU,75,557,557,Groups,Seasonal Spenders
31258,DEU,77,557,557,Groups,Occasional Guests
31259,DEU,64,557,557,Groups,Occasional Guests
31260,DEU,76,557,557,Groups,Seasonal Spenders
31261,DEU,79,557,557,Groups,Occasional Guests
31262,GBR,50,554,554,Other,Occasional Guests
31263,DEU,86,554,554,Travel Agent/Operator,Seasonal Spenders
31264,ESP,33,555,555,Other,Occasional Guests
31265,DEU,65,554,554,Travel Agent/Operator,Occasional Guests
31266,PRT,NULL,554,554,Travel Agent/Operator,Seasonal Spenders
31267,DEU,88,557,557,Groups,Occasional Guests
31268,DEU,63,556,556,Other,Seasonal Spenders
31269,GBR,61,552,552,Other,Occasional Guests
31270,ESP,41,552,552,Corporate,Occasional Guests
31271,DEU,66,552,552,Other,Low Spend Guests
31272,CAN,44,552,552,Travel Agent/Operator,Low Spend Guests
31273,GBR,40,553,553,Other,Occasional Guests
31274,MEX,32,554,554,Other,Seasonal Spenders
31275,GBR,40,553,553,Other,Occasional Guests
31276,JPN,42,552,552,Other,Seasonal Spenders
31277,IRL,20,559,559,Other,Seasonal Spenders
31278,GBR,61,552,552,Direct,Occasional Guests
31279,GBR,44,552,552,Other,Low Spend Guests
31280,PAK,27,552,552,Corporate,Occasional Guests
31281,ESP,47,552,552,Other,Occasional Guests
31282,ITA,58,553,553,Other,Seasonal Spenders
31283,ITA,59,553,553,Other,Occasional Guests
31284,PRT,41,552,552,Other,Occasional Guests
31285,FRA,26,552,552,Corporate,Occasional Guests
31286,JPN,29,552,552,Other,Seasonal Spenders
31287,AUT,31,553,553,Other,Occasional Guests
31288,ESP,34,552,552,Other,Occasional Guests
31289,PRT,NULL,552,552,Other,Occasional Guests
31290,USA,59,552,552,Travel Agent/Operator,Low Spend Guests
31291,GBR,24,552,552,Other,Occasional Guests
31292,ESP,27,552,552,Corporate,Occasional Guests
31293,GBR,30,552,552,Other,Occasional Guests
31294,GBR,69,554,554,Other,Occasional Guests
31295,BEL,56,557,557,Other,Seasonal Spenders
31296,PRT,28,552,552,Corporate,Occasional Guests
31297,GBR,54,555,555,Other,Seasonal Spenders
31298,ISR,62,552,552,Other,Occasional Guests
31299,ISR,69,552,552,Other,Occasional Guests
31300,PRT,52,553,539,Direct,Occasional Guests
31301,ITA,57,555,555,Other,Seasonal Spenders
31302,FRA,49,554,554,Other,Seasonal Spenders
31303,FRA,40,552,552,Other,Low Spend Guests
31304,DEU,28,552,552,Corporate,Occasional Guests
31305,PRT,53,553,553,Other,Occasional Guests
31306,DEU,54,555,555,Travel Agent/Operator,Occasional Guests
31307,JPN,37,552,552,Other,Low Spend Guests
31308,IND,31,552,552,Corporate,Occasional Guests
31309,MAR,27,552,552,Corporate,Occasional Guests
31310,GBR,34,556,556,Other,Seasonal Spenders
31311,BEL,26,552,552,Corporate,Occasional Guests
31312,BRA,52,554,554,Other,Occasional Guests
31313,BRA,36,552,552,Other,Occasional Guests
31314,PRT,31,552,552,Corporate,Occasional Guests
31315,PAK,26,552,552,Corporate,Low Spend Guests
31316,GBR,30,558,558,Direct,Seasonal Spenders
31317,FRA,33,552,552,Other,Occasional Guests
31318,GBR,33,554,554,Other,Occasional Guests
31319,BEL,28,552,552,Corporate,Occasional Guests
31320,GBR,54,552,552,Other,Occasional Guests
31321,GBR,28,554,554,Direct,Occasional Guests
31322,GBR,61,553,553,Other,Occasional Guests
31323,DEU,52,555,555,Travel Agent/Operator,Occasional Guests
31324,CHN,29,552,552,Corporate,Occasional Guests
31325,DEU,38,553,553,Direct,Occasional Guests
31326,CHE,26,553,553,Other,Occasional Guests
31327,ITA,45,552,552,Other,Seasonal Spenders
31328,ITA,50,552,552,Other,Seasonal Spenders
31329,FRA,26,553,553,Other,Seasonal Spenders
31330,JPN,38,552,552,Other,Seasonal Spenders
31331,JPN,49,552,552,Other,Seasonal Spenders
31332,DEU,24,555,555,Travel Agent/Operator,Occasional Guests
31333,JPN,24,552,552,Other,Seasonal Spenders
31334,CHN,23,552,552,Other,Occasional Guests
31335,USA,54,555,555,Other,Seasonal Spenders
31336,USA,17,555,555,Other,Seasonal Spenders
31337,ESP,34,551,551,Other,Occasional Guests
31338,NLD,45,551,551,Other,Occasional Guests
31339,SWE,48,556,556,Direct,Seasonal Spenders
31340,DEU,19,553,553,Other,Occasional Guests
31341,NLD,42,551,551,Other,Occasional Guests
31342,ITA,73,552,552,Other,Occasional Guests
31343,ITA,76,552,552,Other,Occasional Guests
31344,SWE,43,553,553,Corporate,Occasional Guests
31345,FRA,57,553,553,Corporate,Occasional Guests
31346,NLD,26,553,553,Other,Seasonal Spenders
31347,POL,46,553,553,Corporate,Occasional Guests
31348,PRT,46,551,551,Travel Agent/Operator,Occasional Guests
31349,FRA,44,553,553,Corporate,Occasional Guests
31350,FRA,30,553,553,Corporate,Occasional Guests
31351,NLD,52,551,551,Corporate,Occasional Guests
31352,DEU,66,553,553,Other,Occasional Guests
31353,AUT,47,551,551,Other,Occasional Guests
31354,AUT,38,553,553,Other,Seasonal Spenders
31355,FIN,62,557,557,Other,Seasonal Spenders
31356,FRA,41,553,553,Direct,Occasional Guests
31357,ZAF,55,554,554,Direct,Occasional Guests
31358,CHE,52,551,551,Direct,Occasional Guests
31359,SWE,31,556,556,Direct,Seasonal Spenders
31360,DEU,35,552,552,Other,Occasional Guests
31361,FRA,53,552,552,Other,Occasional Guests
31362,NLD,30,551,551,Other,Occasional Guests
31363,GBR,31,553,553,Other,Occasional Guests
31364,AUT,47,553,553,Direct,Occasional Guests
31365,NLD,37,552,552,Other,Occasional Guests
31366,DNK,67,551,551,Other,Occasional Guests
31367,GBR,55,554,554,Other,Occasional Guests
31368,POL,33,551,551,Other,Occasional Guests
31369,GBR,53,552,552,Other,Occasional Guests
31370,PRT,48,552,552,Direct,Occasional Guests
31371,PRT,NULL,551,551,Other,Occasional Guests
31372,CHE,22,552,552,Other,Occasional Guests
31373,IRN,29,552,552,Corporate,Occasional Guests
31374,DEU,28,551,551,Other,Occasional Guests
31375,NLD,62,551,551,Corporate,Occasional Guests
31376,DEU,53,554,554,Other,Seasonal Spenders
31377,NLD,32,551,551,Other,Occasional Guests
31378,SGP,33,553,553,Other,Seasonal Spenders
31379,SWE,28,556,556,Other,Seasonal Spenders
31380,BEL,23,552,552,Direct,Occasional Guests
31381,DEU,12,556,556,Other,Seasonal Spenders
31382,IRL,48,551,551,Other,Occasional Guests
31383,PRT,30,551,551,Travel Agent/Operator,Occasional Guests
31384,PRT,47,551,551,Travel Agent/Operator,Occasional Guests
31385,FRA,34,551,551,Other,Occasional Guests
31386,FRA,62,556,556,Other,Seasonal Spenders
31387,USA,28,551,551,Other,Occasional Guests
31388,GBR,26,552,552,Travel Agent/Operator,Occasional Guests
31389,PRT,35,551,551,Travel Agent/Operator,Occasional Guests
31390,FRA,48,555,555,Other,Seasonal Spenders
31391,SVN,58,552,552,Other,Occasional Guests
31392,DNK,51,555,555,Other,Seasonal Spenders
31393,DEU,58,551,551,Other,Occasional Guests
31394,CHE,37,551,551,Direct,Occasional Guests
31395,AUT,67,555,555,Other,Seasonal Spenders
31396,AUT,61,555,555,Other,Seasonal Spenders
31397,NLD,58,552,552,Other,Occasional Guests
31398,GBR,31,552,552,Other,Occasional Guests
31399,AUS,30,552,552,Other,Occasional Guests
31400,IRL,27,552,552,Direct,Occasional Guests
31401,IRL,33,554,554,Other,Seasonal Spenders
31402,ESP,38,550,550,Other,Occasional Guests
31403,AUT,28,550,550,Direct,Occasional Guests
31404,DEU,28,551,551,Other,Occasional Guests
31405,PRT,45,550,550,Corporate,Occasional Guests
31406,DEU,33,550,550,Other,Occasional Guests
31407,IRL,34,552,552,Other,Seasonal Spenders
31408,GBR,60,553,553,Other,Seasonal Spenders
31409,CHE,71,554,554,Other,Seasonal Spenders
31410,PRI,39,551,551,Other,Occasional Guests
31411,PRT,76,554,554,Other,Seasonal Spenders
31412,CHE,68,554,554,Other,Seasonal Spenders
31413,IRL,49,551,551,Other,Occasional Guests
31414,DEU,25,551,551,Direct,Occasional Guests
31415,NLD,47,554,554,Other,Seasonal Spenders
31416,ITA,54,550,550,Direct,Occasional Guests
31417,DEU,74,552,552,Other,Occasional Guests
31418,DEU,78,552,552,Other,Occasional Guests
31419,DEU,52,551,551,Other,Occasional Guests
31420,GBR,54,554,554,Other,Seasonal Spenders
31421,DEU,67,552,552,Direct,Occasional Guests
31422,DEU,61,559,559,Other,Seasonal Spenders
31423,SWE,25,554,554,Other,Seasonal Spenders
31424,SWE,52,554,554,Other,Seasonal Spenders
31425,DEU,60,559,559,Other,Seasonal Spenders
31426,GBR,54,554,554,Other,Seasonal Spenders
31427,FRA,57,552,552,Other,Occasional Guests
31428,BEL,23,552,552,Other,Occasional Guests
31429,GBR,60,554,554,Other,Seasonal Spenders
31430,PRT,NULL,551,551,Direct,Seasonal Spenders
31431,GBR,52,551,551,Other,Occasional Guests
31432,PER,31,553,553,Corporate,Occasional Guests
31433,NOR,41,551,551,Other,Occasional Guests
31434,NLD,31,552,552,Other,Occasional Guests
31435,IRL,41,553,553,Direct,Occasional Guests
31436,GBR,51,551,551,Other,Occasional Guests
31437,LUX,23,552,552,Other,Occasional Guests
31438,NLD,28,550,550,Other,Occasional Guests
31439,DEU,54,552,552,Other,Occasional Guests
31440,PRT,NULL,551,551,Travel Agent/Operator,Occasional Guests
31441,FRA,54,553,553,Other,Seasonal Spenders
31442,PRT,32,551,551,Other,Occasional Guests
31443,LUX,26,553,553,Other,Seasonal Spenders
31444,AUT,42,551,551,Travel Agent/Operator,Occasional Guests
31445,FRA,19,550,550,Other,Seasonal Spenders
31446,FRA,48,550,550,Other,Occasional Guests
31447,PRT,21,550,550,Other,Occasional Guests
31448,GBR,59,552,552,Other,Occasional Guests
31449,BEL,40,552,552,Other,Occasional Guests
31450,PRT,50,550,550,Direct,Occasional Guests
31451,POL,50,553,553,Other,Seasonal Spenders
31452,PRT,24,550,550,Direct,Seasonal Spenders
31453,GBR,40,551,551,Other,Occasional Guests
31454,NLD,44,553,553,Other,Occasional Guests
31455,PRT,60,550,550,Direct,Occasional Guests
31456,AUS,66,552,552,Groups,Occasional Guests
31457,AUS,69,552,552,Groups,Occasional Guests
31458,COL,51,549,549,Other,Occasional Guests
31459,GBR,73,551,551,Groups,Occasional Guests
31460,GBR,71,551,551,Groups,Occasional Guests
31461,GBR,71,551,551,Groups,Occasional Guests
31462,GBR,67,551,551,Groups,Occasional Guests
31463,PRT,NULL,551,551,Groups,Seasonal Spenders
31464,GBR,69,551,551,Groups,Occasional Guests
31465,FRA,29,552,552,Direct,Occasional Guests
31466,GBR,73,551,551,Groups,Occasional Guests
31467,PRT,52,550,550,Other,Occasional Guests
31468,GBR,78,551,551,Groups,Occasional Guests
31469,GBR,62,551,551,Groups,Occasional Guests
31470,GBR,70,551,551,Groups,Occasional Guests
31471,GBR,79,551,551,Groups,Occasional Guests
31472,USA,74,551,551,Groups,Occasional Guests
31473,AUT,48,549,549,Other,Occasional Guests
31474,FRA,33,551,551,Other,Seasonal Spenders
31475,FRA,31,551,551,Other,Occasional Guests
31476,BEL,73,550,550,Other,Occasional Guests
31477,GBR,28,551,551,Other,Occasional Guests
31478,SWE,55,549,549,Other,Occasional Guests
31479,SWE,54,549,549,Other,Occasional Guests
31480,NOR,51,551,551,Direct,Occasional Guests
31481,SWE,57,553,553,Other,Seasonal Spenders
31482,GBR,45,550,550,Travel Agent/Operator,Occasional Guests
31483,GBR,49,549,549,Direct,Occasional Guests
31484,GBR,53,549,549,Direct,Occasional Guests
31485,NLD,57,552,552,Other,Seasonal Spenders
31486,ESP,23,553,553,Other,Seasonal Spenders
31487,CHE,37,550,550,Other,Occasional Guests
31488,PRT,59,550,550,Other,Occasional Guests
31489,FRA,35,552,552,Direct,Seasonal Spenders
31490,USA,33,553,553,Other,Seasonal Spenders
31491,GBR,53,549,549,Other,Occasional Guests
31492,DEU,56,550,550,Other,Occasional Guests
31493,NOR,63,549,549,Other,Occasional Guests
31494,NOR,30,551,551,Other,Occasional Guests
31495,NOR,26,551,551,Other,Occasional Guests
31496,NZL,62,550,550,Other,Occasional Guests
31497,USA,67,549,549,Other,Occasional Guests
31498,NOR,29,551,551,Other,Occasional Guests
31499,GBR,64,553,553,Other,Seasonal Spenders
31500,GBR,56,552,552,Other,Seasonal Spenders
31501,DEU,58,555,555,Travel Agent/Operator,Seasonal Spenders
31502,DEU,55,555,555,Travel Agent/Operator,Seasonal Spenders
31503,ITA,53,552,552,Other,Occasional Guests
31504,USA,19,549,549,Other,Occasional Guests
31505,BEL,24,553,553,Travel Agent/Operator,Seasonal Spenders
31506,FRA,54,554,554,Travel Agent/Operator,Occasional Guests
31507,GBR,70,551,551,Groups,Occasional Guests
31508,NOR,42,551,551,Other,Seasonal Spenders
31509,GBR,27,553,553,Other,Occasional Guests
31510,FRA,31,552,552,Direct,Seasonal Spenders
31511,SAU,59,552,552,Direct,Occasional Guests
31512,NLD,48,550,426,Direct,Occasional Guests
31513,DEU,39,549,549,Other,Occasional Guests
31514,BRA,32,549,549,Other,Occasional Guests
31515,RUS,60,549,549,Other,Occasional Guests
31516,FRA,35,551,551,Other,Seasonal Spenders
31517,DEU,33,548,548,Other,Occasional Guests
31518,PRT,NULL,548,548,Other,Occasional Guests
31519,DEU,28,552,552,Other,Occasional Guests
31520,USA,54,549,549,Other,Occasional Guests
31521,USA,55,549,549,Other,Occasional Guests
31522,IRN,36,550,550,Direct,Occasional Guests
31523,GBR,54,550,550,Other,Seasonal Spenders
31524,BRA,68,551,551,Other,Seasonal Spenders
31525,GBR,23,550,550,Other,Occasional Guests
31526,SWE,47,549,549,Other,Occasional Guests
31527,GBR,51,551,551,Other,Occasional Guests
31528,DEU,56,550,550,Other,Occasional Guests
31529,FRA,41,550,550,Other,Occasional Guests
31530,DEU,56,550,550,Other,Occasional Guests
31531,DEU,59,550,550,Other,Occasional Guests
31532,ESP,40,549,549,Other,Occasional Guests
31533,IRL,36,553,553,Other,Seasonal Spenders
31534,GBR,46,550,550,Other,Occasional Guests
31535,DEU,55,554,554,Other,Seasonal Spenders
31536,ESP,58,553,553,Other,Seasonal Spenders
31537,NLD,66,551,551,Other,Occasional Guests
31538,IRL,38,548,548,Other,Occasional Guests
31539,ESP,54,548,548,Other,Occasional Guests
31540,USA,25,549,549,Other,Occasional Guests
31541,DEU,49,554,554,Other,Seasonal Spenders
31542,NLD,27,552,552,Direct,Seasonal Spenders
31543,GBR,36,550,550,Direct,Occasional Guests
31544,FRA,41,551,551,Direct,Seasonal Spenders
31545,GBR,35,551,551,Direct,Seasonal Spenders
31546,ESP,41,550,550,Other,Occasional Guests
31547,POL,33,550,550,Other,Occasional Guests
31548,GBR,52,550,550,Direct,Occasional Guests
31549,FRA,44,551,551,Direct,Seasonal Spenders
31550,FRA,44,551,551,Direct,Seasonal Spenders
31551,FRA,32,551,551,Direct,Seasonal Spenders
31552,FRA,41,549,549,Other,Occasional Guests
31553,FRA,39,551,551,Direct,Seasonal Spenders
31554,IRL,34,556,556,Other,Seasonal Spenders
31555,SWE,30,549,549,Other,Occasional Guests
31556,GBR,23,552,552,Travel Agent/Operator,Seasonal Spenders
31557,FRA,72,551,551,Other,Seasonal Spenders
31558,NLD,47,550,550,Other,Occasional Guests
31559,DEU,57,550,550,Other,Occasional Guests
31560,DEU,61,550,550,Other,Occasional Guests
31561,DEU,64,550,550,Other,Seasonal Spenders
31562,NLD,60,549,549,Other,Occasional Guests
31563,FRA,30,550,550,Direct,Occasional Guests
31564,USA,32,550,550,Other,Occasional Guests
31565,GBR,45,550,550,Other,Occasional Guests
31566,SAU,30,549,549,Other,Occasional Guests
31567,FRA,71,551,551,Other,Seasonal Spenders
31568,GBR,23,551,551,Other,Seasonal Spenders
31569,GBR,33,549,549,Other,Occasional Guests
31570,GBR,58,552,552,Other,Seasonal Spenders
31571,GBR,71,550,550,Other,Occasional Guests
